NOR2_X2	U249	11.667857	4.770884
OAI21_X2	U248	11.297961	4.457602
OAI21_X2	U247	10.989114	5.887559
NAND2_X2	U246	11.249914	6.736557
NOR3_X2	U245	9.589944	4.219592
INV_X4	U244	9.980548	5.127561
NOR2_X2	U243	10.110237	5.362778
AOI21_X4	U242	10.383192	5.963521
AOI21_X2	U241	9.879501	5.221639
XNOR2_X2	U240	7.031242	6.511271
INV_X4	U239	8.842361	6.632298
NOR2_X2	U238	7.325718	7.183942
XNOR2_X2	U237	7.990636	9.561974
AOI21_X2	U236	8.480585	10.839490
NAND2_X2	U235	6.699214	9.093051
NAND2_X2	U234	6.713364	9.374711
OAI21_X2	U233	6.030065	8.943560
NAND3_X2	U232	7.008801	9.490199
INV_X4	U231	5.868208	9.454162
INV_X4	U230	7.619283	8.563645
OAI21_X2	U229	9.783896	10.030365
NAND2_X2	U228	9.754813	11.282927
INV_X4	U227	8.960154	9.629470
OAI21_X2	U226	7.881220	8.259901
NAND3_X2	U225	9.291448	9.899204
NOR3_X2	U224	9.176014	9.531059
INV_X4	U223	9.203343	9.972396
NAND3_X2	U222	8.444732	7.473108
NAND2_X2	U221	9.284314	7.192648
OAI21_X2	U220	6.761310	7.844527
NAND2_X2	U219	7.165368	7.878083
INV_X4	U218	5.141984	5.260494
NAND2_X2	U217	5.491271	6.047933
NAND4_X2	U216	6.199316	8.451915
NOR2_X2	U215	7.981023	10.541096
NAND2_X2	U214	7.818845	8.698759
INV_X4	U213	7.689713	8.731316
INV_X4	U212	4.944232	8.838430
NOR2_X2	U211	9.077041	10.857080
INV_X4	U210	2.970212	9.945833
INV_X4	U209	2.430173	9.304167
NAND2_X4	U208	9.965669	5.782920
OAI21_X4	U207	8.200978	5.857448
NAND3_X2	U206	6.797351	8.199566
NAND2_X4	U205	8.125978	9.486570
OAI21_X2	U204	8.330914	6.194150
NAND3_X4	U203	10.061326	5.965602
NOR2_X2	U202	8.319976	3.235440
NOR2_X2	U201	8.461773	3.303443
NOR2_X2	U200	8.780005	3.043912
NAND2_X4	U199	6.856616	8.360549
NOR2_X1	U198	7.577438	8.609902
AND3_X2	U197	10.058832	6.698687
AND2_X2	U196	10.935456	6.314758
NAND3_X2	U195	11.033556	6.303593
INV_X2	U194	7.319159	7.225377
CLKBUF_X2	U193	0.270019	10.587500
CLKBUF_X2	U192	0.810058	11.229167
CLKBUF_X2	U191	1.350096	11.870833
CLKBUF_X2	U190	1.890135	8.662500
AND2_X2	U189	10.886479	3.447984
AND2_X2	U188	6.206946	7.993461
NAND2_X2	U187	5.322056	9.347446
NOR2_X2	U186	10.749344	6.056799
INV_X4	U185	5.022195	9.611030
NAND2_X2	U184	5.787065	8.836857
NAND2_X2	U183	5.191941	9.450450
NAND2_X1	U182	5.407944	9.215595
INV_X4	U181	10.255644	8.443766
INV_X4	U180	5.996643	8.673289
NAND2_X2	U179	9.023159	6.435617
INV_X4	U178	6.067127	9.103500
INV_X4	U177	6.439519	9.102290
INV_X4	U176	5.503774	9.058698
NOR2_X2	U175	9.809178	6.050053
NAND2_X4	U174	9.034854	6.730813
NAND2_X4	U173	11.111710	6.425795
NAND2_X4	U172	10.959090	6.157504
NAND2_X4	U171	7.024390	7.505284
NOR2_X4	U170	8.598345	7.325498
NOR2_X4	U169	7.470690	7.486954
NOR2_X2	U168	7.183326	7.492457
INV_X16	U167	10.606284	5.960436
INV_X16	U166	10.886915	5.843553
INV_X32	U165	10.541244	5.688195
INV_X32	U164	10.789988	5.597007
NAND2_X4	U163	10.006239	5.828951
NOR2_X2	U162	5.675105	9.385616
NAND2_X4	U161	7.642765	8.195929
XNOR2_X2	U160	9.479820	8.854527
NAND2_X4	U159	11.214287	6.711960
NAND2_X4	U158	10.184637	6.394013
AOI21_X4	U157	9.572440	6.444440
INV_X8	U156	9.725867	6.505551
XNOR2_X2	U155	9.443761	5.493649
OAI21_X2	U154	8.002805	8.242531
NAND2_X2	U153	10.034834	5.940295
INV_X16	U152	10.716238	5.886303
INV_X32	U151	5.863259	8.771041
INV_X8	U150	7.175811	7.951666
NAND2_X4	U149	7.387192	6.884361
INV_X32	U148	8.791171	8.545516
NOR2_X2	U147	5.680703	4.044632
NOR2_X2	U146	6.902472	3.649454
NOR2_X2	U145	5.308715	4.231098
OAI21_X4	U144	7.282563	6.225157
NAND2_X2	U143	10.066217	5.753891
INV_X16	U142	8.848708	6.891614
NAND2_X4	U141	7.818750	7.317378
NAND2_X4	U140	8.273069	7.477557
INV_X32	U139	6.534647	8.680729
XNOR2_X2	U138	7.686008	6.257711
NOR2_X2	U137	6.541389	3.837901
OAI21_X4	U136	10.920875	6.807660
INV_X32	U135	8.649909	5.861142
NAND3_X2	U134	10.076001	6.457781
OAI21_X4	U133	11.044993	6.812213
NAND3_X2	U132	10.143703	6.422350
INV_X8	U131	8.526616	6.279068
OAI21_X4	U130	7.505694	6.153486
NAND2_X1	U129	9.046475	6.741809
INV_X16	U128	11.114490	6.714613
NOR2_X4	U127	10.660860	7.788584
OAI21_X4	U126	11.116787	6.793480
OAI21_X4	U125	11.107116	6.798541
NAND2_X4	U124	11.131480	5.689455
MUX2_X2	U123	11.185488	6.033443
NAND2_X4	U122	8.649868	6.533783
OAI21_X4	U121	10.673213	5.644846
NAND2_X4	U120	11.131237	6.703601
INV_X4	U119	8.937285	6.434313
NAND2_X4	U118	7.603358	8.619962
INV_X16	U117	9.552672	6.299998
INV_X32	U116	9.864182	6.088411
NAND3_X4	U115	9.663855	6.234642
NAND3_X2	U114	9.572117	6.308244
INV_X32	U113	11.447257	6.598899
INV_X32	U112	11.334652	6.632953
MUX2_X1	U111	11.304768	5.375089
NAND2_X4	U110	6.978054	7.777729
NAND2_X2	U109	9.614468	5.719604
NAND3_X4	U108	9.647231	6.143638
NAND3_X4	U107	8.186970	6.951066
NOR2_X4	U106	9.468617	6.263159
NAND2_X4	U105	10.274333	6.296540
NAND2_X4	U104	8.456599	6.426693
NAND2_X4	U103	8.127410	5.503921
NOR2_X4	U102	10.306105	6.000041
NAND2_X4	U101	9.641143	6.553480
NAND2_X4	U100	9.046406	6.326256
NAND2_X2	U99	9.960647	5.358270
NOR2_X1	U98	9.935457	5.623643
NOR2_X4	U97	11.348143	6.797509
INV_X32	U96	10.974015	6.477751
NOR2_X4	U95	9.404755	6.094572
AOI21_X2	U94	6.546219	7.257133
NAND3_X1	U93	11.238396	6.333378
NAND2_X1	U92	11.153717	6.506653
NAND3_X4	U91	11.137630	6.369632
NAND2_X4	U90	11.042832	5.678103
NAND2_X2	U89	8.392689	7.246027
NAND2_X4	U88	10.400629	4.964395
NAND2_X4	U87	9.713760	4.455526
INV_X2	U86	11.139573	4.456391
INV_X2	U85	10.705934	5.928447
NOR2_X4	U84	8.422624	7.937381
INV_X32	U83	10.614167	5.548007
INV_X8	U82	7.787081	6.917713
AOI21_X4	net33023	9.309508	6.298706
output	S4	0.540038	15.400000
output	S9	1.620115	15.400000
output	S6	2.700192	15.400000
output	S8	3.780269	15.400000
output	S5	4.860346	15.400000
output	S7	5.940423	15.400000
output	S51	7.020500	15.400000
output	S49	8.100577	15.400000
output	S47	9.180654	15.400000
output	S45	10.260731	15.400000
output	S43	11.340808	15.400000
output	S41	12.420885	15.400000
output	S39	13.500962	15.400000
output	S37	0.501464	0.000000
output	S35	1.504393	0.000000
output	S33	2.507321	0.000000
output	S31	3.510250	0.000000
output	S29	4.513179	0.000000
output	S27	5.516107	0.000000
output	S25	6.519036	0.000000
output	S23	7.521964	0.000000
output	S21	8.524893	0.000000
output	S19	9.527821	0.000000
output	S17	10.530750	0.000000
output	S15	11.533679	0.000000
output	S13	12.536607	0.000000
output	S11	13.539536	0.000000
input	S50	0.000000	0.641667
input	S48	0.000000	1.925000
input	S46	0.000000	3.208333
input	S44	0.000000	4.491667
input	S42	0.000000	5.775000
input	S40	0.000000	7.058333
input	S38	0.000000	8.341667
input	S36	0.000000	9.625000
input	S34	0.000000	10.908333
input	S32	0.000000	12.191667
input	S30	0.000000	13.475000
input	S28	0.000000	14.758333
input	S26	14.041000	0.641667
input	S24	14.041000	1.925000
input	S22	14.041000	3.208333
input	S20	14.041000	4.491667
input	S18	14.041000	5.775000
input	S16	14.041000	7.058333
input	S14	14.041000	8.341667
input	S12	14.041000	9.625000
